id_respuesta,empresa_id,region,segmento,antiguedad_cliente,n_compras,nps_score,sat_producto,sat_servicio,sat_precio,sat_soporte,sat_entrega
422,EMP021,Norte,Mediana,1,5,4,3,3,1,2,3
423,EMP021,Norte,Mediana,1,5,4,2,2,2,4,2
424,EMP021,Norte,Mediana,1,6,5,2,3,2,4,3
425,EMP021,Norte,Mediana,1,7,4,2,4,2,2,3
426,EMP021,Norte,Mediana,1,5,6,1,3,1,1,2
427,EMP021,Norte,Mediana,1,4,7,3,2,2,2,2
428,EMP021,Norte,Mediana,1,3,4,3,2,2,2,2
429,EMP021,Norte,Mediana,1,4,6,2,3,2,2,2
430,EMP021,Norte,Mediana,1,4,2,3,2,3,4,2
431,EMP021,Norte,Mediana,1,1,6,3,1,2,3,3
432,EMP021,Norte,Mediana,1,4,7,1,1,3,2,2
433,EMP021,Norte,Mediana,1,4,4,3,2,1,2,1
434,EMP022,Metropolitana,Pyme,2,7,8,4,3,3,4,3
435,EMP022,Metropolitana,Pyme,2,6,10,3,3,2,2,3
436,EMP022,Metropolitana,Pyme,2,8,7,3,4,4,4,3
437,EMP022,Metropolitana,Pyme,2,5,7,3,2,2,4,4
438,EMP022,Metropolitana,Pyme,2,8,10,2,1,2,3,2
439,EMP022,Metropolitana,Pyme,2,3,9,3,4,2,2,3
440,EMP022,Metropolitana,Pyme,2,3,8,3,3,2,4,3
441,EMP022,Metropolitana,Pyme,2,8,10,3,2,3,5,3
442,EMP022,Metropolitana,Pyme,2,6,10,3,3,3,4,4
443,EMP022,Metropolitana,Pyme,2,3,4,3,2,1,2,3
444,EMP022,Metropolitana,Pyme,2,8,9,3,2,2,3,4
445,EMP022,Metropolitana,Pyme,2,5,6,3,2,3,2,2
446,EMP022,Metropolitana,Pyme,2,6,6,2,2,1,3,3
447,EMP022,Metropolitana,Pyme,2,9,6,4,4,3,4,4
448,EMP022,Metropolitana,Pyme,2,5,2,2,5,4,3,3
449,EMP022,Metropolitana,Pyme,2,6,9,3,2,4,3,4
450,EMP022,Metropolitana,Pyme,2,8,5,3,2,4,4,2
451,EMP022,Metropolitana,Pyme,2,5,10,5,3,4,3,4
452,EMP022,Metropolitana,Pyme,2,3,8,3,4,4,3,3
453,EMP022,Metropolitana,Pyme,2,5,3,2,3,1,4,3
454,EMP022,Metropolitana,Pyme,2,8,5,2,4,3,4,2
455,EMP022,Metropolitana,Pyme,2,6,10,2,1,2,2,2
456,EMP022,Metropolitana,Pyme,2,4,6,4,5,3,2,2
457,EMP022,Metropolitana,Pyme,2,4,3,2,1,4,4,4
458,EMP023,Norte,Pyme,7,7,10,2,2,2,1,2
459,EMP023,Norte,Pyme,7,5,7,3,1,2,2,1
460,EMP023,Norte,Pyme,7,10,5,2,2,1,4,2
461,EMP023,Norte,Pyme,7,9,10,3,3,2,4,3
462,EMP023,Norte,Pyme,7,9,10,3,1,2,3,3
463,EMP023,Norte,Pyme,7,12,7,2,2,3,3,2
464,EMP023,Norte,Pyme,7,7,3,3,3,2,3,1
465,EMP023,Norte,Pyme,7,8,5,2,1,2,2,1
466,EMP023,Norte,Pyme,7,8,6,3,2,2,3,2
467,EMP023,Norte,Pyme,7,6,4,4,3,1,3,1
468,EMP023,Norte,Pyme,7,11,4,1,1,2,3,3
469,EMP023,Norte,Pyme,7,7,4,4,1,2,3,2
470,EMP023,Norte,Pyme,7,8,0,1,3,3,2,3
471,EMP023,Norte,Pyme,7,7,9,3,2,3,3,3
472,EMP023,Norte,Pyme,7,10,8,4,4,2,2,2
473,EMP024,Norte,Pyme,2,4,3,2,3,2,2,3
474,EMP024,Norte,Pyme,2,7,5,2,2,2,1,2
475,EMP024,Norte,Pyme,2,3,4,3,1,2,4,5
476,EMP024,Norte,Pyme,2,8,7,1,4,2,2,1
477,EMP024,Norte,Pyme,2,3,5,2,2,2,1,2
478,EMP024,Norte,Pyme,2,5,8,2,2,1,3,3
479,EMP024,Norte,Pyme,2,1,8,3,2,1,1,1
480,EMP024,Norte,Pyme,2,2,2,1,1,2,3,3
481,EMP024,Norte,Pyme,2,6,5,2,3,2,3,2
482,EMP024,Norte,Pyme,2,6,3,3,1,2,1,3
483,EMP024,Norte,Pyme,2,4,6,2,3,3,3,1
484,EMP024,Norte,Pyme,2,6,6,2,3,1,1,3
485,EMP024,Norte,Pyme,2,5,3,2,2,2,1,2
486,EMP024,Norte,Pyme,2,5,7,2,1,2,1,3
487,EMP024,Norte,Pyme,2,7,7,2,2,2,1,1
488,EMP024,Norte,Pyme,2,5,8,1,1,2,3,1
489,EMP024,Norte,Pyme,2,4,3,4,1,2,2,2
490,EMP024,Norte,Pyme,2,5,5,3,1,2,3,1
491,EMP024,Norte,Pyme,2,4,8,2,2,1,2,2
492,EMP024,Norte,Pyme,2,6,7,1,4,2,2,2
493,EMP024,Norte,Pyme,2,4,4,1,2,3,4,3
494,EMP024,Norte,Pyme,2,3,6,2,1,2,2,2
495,EMP025,Metropolitana,Pyme,10,8,9,3,3,3,4,4
496,EMP025,Metropolitana,Pyme,10,9,4,3,1,4,1,4
497,EMP025,Metropolitana,Pyme,10,9,8,4,2,2,3,3
498,EMP025,Metropolitana,Pyme,10,9,4,2,1,3,2,4
499,EMP025,Metropolitana,Pyme,10,11,4,3,2,3,2,2
500,EMP025,Metropolitana,Pyme,10,11,9,4,3,3,4,2
501,EMP025,Metropolitana,Pyme,10,11,4,3,3,4,3,2
502,EMP025,Metropolitana,Pyme,10,13,4,4,2,3,4,4
503,EMP025,Metropolitana,Pyme,10,12,5,2,3,3,4,3
504,EMP025,Metropolitana,Pyme,10,9,4,4,1,3,5,3
505,EMP025,Metropolitana,Pyme,10,12,7,2,3,3,3,3
506,EMP025,Metropolitana,Pyme,10,7,6,3,2,3,4,3
507,EMP025,Metropolitana,Pyme,10,6,8,2,3,5,3,2
508,EMP025,Metropolitana,Pyme,10,11,8,4,1,1,1,2
509,EMP025,Metropolitana,Pyme,10,9,6,3,2,3,3,2
510,EMP025,Metropolitana,Pyme,10,8,6,3,2,4,3,3
511,EMP025,Metropolitana,Pyme,10,9,7,2,3,2,4,3
512,EMP025,Metropolitana,Pyme,10,11,6,3,4,2,2,3
513,EMP026,Oriente,Pyme,10,8,4,3,1,1,4,4
514,EMP026,Oriente,Pyme,10,7,8,1,2,1,2,1
515,EMP026,Oriente,Pyme,10,8,5,2,2,3,2,2
516,EMP026,Oriente,Pyme,10,11,8,3,1,2,2,3
517,EMP026,Oriente,Pyme,10,12,6,2,2,2,2,2
518,EMP026,Oriente,Pyme,10,12,7,2,2,1,2,3
519,EMP026,Oriente,Pyme,10,14,4,3,4,3,1,2
520,EMP026,Oriente,Pyme,10,7,5,3,1,3,2,2
521,EMP026,Oriente,Pyme,10,9,5,1,3,3,2,1
522,EMP026,Oriente,Pyme,10,10,3,4,2,3,1,3
523,EMP026,Oriente,Pyme,10,7,5,2,2,1,4,3
524,EMP026,Oriente,Pyme,10,14,5,4,3,2,1,1
525,EMP026,Oriente,Pyme,10,6,6,1,1,2,3,3
526,EMP026,Oriente,Pyme,10,5,5,2,1,1,2,3
527,EMP026,Oriente,Pyme,10,10,7,2,1,1,3,3
528,EMP026,Oriente,Pyme,10,11,7,4,3,1,3,3
529,EMP026,Oriente,Pyme,10,11,1,2,1,2,2,2
530,EMP026,Oriente,Pyme,10,10,3,3,3,2,4,3
531,EMP026,Oriente,Pyme,10,8,2,1,2,4,2,2
532,EMP027,Centro,Mediana,4,5,6,3,4,2,3,2
533,EMP027,Centro,Mediana,4,3,10,4,2,3,4,3
534,EMP027,Centro,Mediana,4,3,7,4,3,2,4,2
535,EMP027,Centro,Mediana,4,5,4,2,3,2,4,3
536,EMP027,Centro,Mediana,4,7,8,3,3,2,2,2
537,EMP027,Centro,Mediana,4,7,6,3,3,4,3,3
538,EMP027,Centro,Mediana,4,7,7,1,2,1,2,3
539,EMP027,Centro,Mediana,4,7,7,2,2,1,3,3
540,EMP027,Centro,Mediana,4,8,4,3,3,2,4,4
541,EMP027,Centro,Mediana,4,6,9,2,3,3,2,1
542,EMP027,Centro,Mediana,4,4,9,3,2,2,3,3
543,EMP027,Centro,Mediana,4,6,6,3,2,1,3,1
544,EMP027,Centro,Mediana,4,5,4,5,3,2,1,2
545,EMP027,Centro,Mediana,4,5,4,2,2,1,2,2
546,EMP027,Centro,Mediana,4,4,9,2,3,2,4,2
547,EMP027,Centro,Mediana,4,9,9,2,1,2,3,3
548,EMP027,Centro,Mediana,4,9,5,2,1,3,3,3
549,EMP027,Centro,Mediana,4,6,8,4,2,2,3,3
550,EMP027,Centro,Mediana,4,4,8,2,3,1,2,3
551,EMP028,Norte,Mediana,4,1,9,2,3,1,2,1
552,EMP028,Norte,Mediana,4,8,7,3,2,1,2,3
553,EMP028,Norte,Mediana,4,6,10,3,3,2,2,3
554,EMP028,Norte,Mediana,4,7,6,2,2,2,3,2
555,EMP028,Norte,Mediana,4,6,7,2,3,3,2,3
556,EMP028,Norte,Mediana,4,1,8,3,2,3,1,1
557,EMP028,Norte,Mediana,4,9,6,1,2,2,4,1
558,EMP028,Norte,Mediana,4,6,10,1,2,2,1,3
559,EMP028,Norte,Mediana,4,6,7,3,3,2,2,4
560,EMP028,Norte,Mediana,4,4,8,1,2,2,3,2
561,EMP028,Norte,Mediana,4,3,6,2,1,4,2,3
562,EMP028,Norte,Mediana,4,7,8,2,2,3,1,3
563,EMP028,Norte,Mediana,4,8,6,2,4,2,3,1
564,EMP028,Norte,Mediana,4,8,7,2,3,3,2,2
565,EMP028,Norte,Mediana,4,5,7,3,2,1,1,2
566,EMP028,Norte,Mediana,4,3,8,2,3,2,5,1
567,EMP028,Norte,Mediana,4,7,7,4,1,2,4,3
568,EMP028,Norte,Mediana,4,8,6,3,2,2,2,3
569,EMP028,Norte,Mediana,4,4,5,2,2,1,2,2
570,EMP028,Norte,Mediana,4,6,4,1,1,2,2,3
571,EMP029,Centro,Mediana,7,13,4,2,2,2,2,3
572,EMP029,Centro,Mediana,7,4,9,3,3,3,2,2
573,EMP029,Centro,Mediana,7,6,4,3,2,3,5,3
574,EMP029,Centro,Mediana,7,5,8,3,3,3,4,1
575,EMP029,Centro,Mediana,7,8,6,3,2,3,3,3
576,EMP029,Centro,Mediana,7,11,9,3,2,2,2,2
577,EMP029,Centro,Mediana,7,10,9,2,3,3,2,2
578,EMP029,Centro,Mediana,7,6,5,3,3,4,2,3
579,EMP029,Centro,Mediana,7,10,6,3,3,3,4,2
580,EMP029,Centro,Mediana,7,5,5,4,3,3,2,3
581,EMP029,Centro,Mediana,7,10,3,3,3,3,1,2
582,EMP029,Centro,Mediana,7,7,9,2,3,4,2,2
583,EMP029,Centro,Mediana,7,5,7,5,1,1,4,2
584,EMP029,Centro,Mediana,7,10,10,2,3,2,2,3
585,EMP029,Centro,Mediana,7,6,7,3,3,2,3,3
586,EMP029,Centro,Mediana,7,4,10,2,1,1,3,2
587,EMP029,Centro,Mediana,7,9,5,3,2,2,4,4
588,EMP029,Centro,Mediana,7,9,6,3,2,3,5,3
589,EMP030,Sur,Mediana,1,3,4,3,5,2,5,2
590,EMP030,Sur,Mediana,1,7,9,1,3,1,2,3
591,EMP030,Sur,Mediana,1,8,6,3,3,2,3,3
592,EMP030,Sur,Mediana,1,3,9,4,2,1,4,3
593,EMP030,Sur,Mediana,1,9,6,2,3,3,3,2
594,EMP030,Sur,Mediana,1,2,9,2,1,3,5,4
595,EMP030,Sur,Mediana,1,8,9,2,3,3,3,2
596,EMP030,Sur,Mediana,1,3,4,2,1,3,2,2
597,EMP030,Sur,Mediana,1,3,4,3,3,1,3,2
598,EMP030,Sur,Mediana,1,4,7,3,1,3,4,2
599,EMP030,Sur,Mediana,1,4,6,1,4,2,3,1
600,EMP030,Sur,Mediana,1,4,7,4,3,3,1,2
601,EMP030,Sur,Mediana,1,3,7,3,3,1,3,3
602,EMP030,Sur,Mediana,1,3,6,2,3,2,4,3
603,EMP030,Sur,Mediana,1,4,4,4,1,3,5,3
604,EMP030,Sur,Mediana,1,4,4,3,2,4,4,3
605,EMP030,Sur,Mediana,1,1,3,1,3,2,3,4
606,EMP030,Sur,Mediana,1,5,6,2,2,2,3,2
607,EMP030,Sur,Mediana,1,3,7,2,1,4,2,2
608,EMP030,Sur,Mediana,1,6,9,2,1,1,3,1
609,EMP030,Sur,Mediana,1,2,5,1,2,2,3,3
610,EMP030,Sur,Mediana,1,5,8,2,2,2,2,3
611,EMP030,Sur,Mediana,1,4,4,1,2,1,2,1
612,EMP030,Sur,Mediana,1,1,5,3,4,2,3,2
613,EMP030,Sur,Mediana,1,2,7,3,1,4,3,3
614,EMP031,Occidente,Grande,5,6,4,2,3,3,2,2
615,EMP031,Occidente,Grande,5,5,8,4,3,2,2,3
616,EMP031,Occidente,Grande,5,6,6,2,2,1,2,2
617,EMP031,Occidente,Grande,5,6,5,3,2,2,2,4
618,EMP031,Occidente,Grande,5,6,5,3,2,2,3,3
619,EMP031,Occidente,Grande,5,9,7,3,1,3,3,1
620,EMP031,Occidente,Grande,5,9,7,3,3,1,3,2
621,EMP031,Occidente,Grande,5,6,7,2,3,3,1,4
622,EMP031,Occidente,Grande,5,7,4,2,1,4,3,2
623,EMP031,Occidente,Grande,5,11,5,3,2,2,3,2
624,EMP031,Occidente,Grande,5,6,5,2,3,3,2,2
625,EMP031,Occidente,Grande,5,2,8,3,4,2,3,3
626,EMP031,Occidente,Grande,5,4,8,3,3,3,3,1
627,EMP031,Occidente,Grande,5,1,10,4,2,1,4,3
628,EMP031,Occidente,Grande,5,5,8,2,3,2,1,2
629,EMP031,Occidente,Grande,5,5,5,2,4,3,3,3
630,EMP031,Occidente,Grande,5,7,5,3,1,2,2,3
631,EMP031,Occidente,Grande,5,6,10,2,3,3,2,2
632,EMP031,Occidente,Grande,5,6,6,2,2,2,4,3
633,EMP031,Occidente,Grande,5,2,9,1,3,4,3,3
634,EMP031,Occidente,Grande,5,6,8,2,2,3,2,3
635,EMP031,Occidente,Grande,5,6,9,2,1,3,2,3
636,EMP031,Occidente,Grande,5,5,6,3,2,3,3,3
637,EMP032,Sur,Grande,6,9,4,2,2,2,2,3
638,EMP032,Sur,Grande,6,5,7,2,3,3,4,2
639,EMP032,Sur,Grande,6,10,8,3,1,2,5,2
640,EMP032,Sur,Grande,6,3,7,3,2,3,3,2
641,EMP032,Sur,Grande,6,6,10,1,2,2,3,2
642,EMP032,Sur,Grande,6,8,6,4,3,3,2,3
643,EMP032,Sur,Grande,6,6,4,2,2,3,4,2
644,EMP032,Sur,Grande,6,2,7,3,1,2,3,2
645,EMP032,Sur,Grande,6,7,6,3,3,3,2,1
646,EMP032,Sur,Grande,6,3,8,3,3,2,2,2
647,EMP032,Sur,Grande,6,8,5,3,3,2,2,3
648,EMP032,Sur,Grande,6,7,5,2,2,3,2,2
649,EMP032,Sur,Grande,6,8,3,2,2,1,3,4
650,EMP032,Sur,Grande,6,9,4,4,4,2,2,3
651,EMP032,Sur,Grande,6,5,4,1,3,2,2,2
652,EMP032,Sur,Grande,6,8,2,4,2,3,2,1
653,EMP032,Sur,Grande,6,5,8,2,2,2,1,2
654,EMP032,Sur,Grande,6,11,8,2,1,3,2,2
655,EMP032,Sur,Grande,6,6,4,1,1,5,3,2
656,EMP032,Sur,Grande,6,8,6,3,2,1,3,2
657,EMP032,Sur,Grande,6,6,7,3,3,1,2,1
658,EMP032,Sur,Grande,6,6,8,2,3,2,2,4
659,EMP033,Centro,Pyme,4,10,8,2,3,3,2,3
660,EMP033,Centro,Pyme,4,6,8,3,4,2,3,3
661,EMP033,Centro,Pyme,4,8,7,3,1,3,3,3
662,EMP033,Centro,Pyme,4,8,5,3,2,2,3,2
663,EMP033,Centro,Pyme,4,7,7,2,3,3,4,2
664,EMP033,Centro,Pyme,4,6,9,2,2,3,1,3
665,EMP033,Centro,Pyme,4,7,5,3,2,2,4,3
666,EMP033,Centro,Pyme,4,5,9,2,3,3,1,3
667,EMP033,Centro,Pyme,4,4,8,3,1,1,4,1
668,EMP033,Centro,Pyme,4,8,7,3,4,3,4,2
669,EMP033,Centro,Pyme,4,4,7,2,2,3,3,2
670,EMP033,Centro,Pyme,4,5,10,3,3,1,4,3
671,EMP033,Centro,Pyme,4,5,7,3,3,1,2,4
672,EMP033,Centro,Pyme,4,5,5,2,1,1,1,3
673,EMP033,Centro,Pyme,4,5,8,3,4,3,2,2
674,EMP033,Centro,Pyme,4,7,6,2,3,2,5,4
675,EMP033,Centro,Pyme,4,6,5,3,3,2,2,3
676,EMP033,Centro,Pyme,4,5,3,4,2,1,2,2
677,EMP033,Centro,Pyme,4,1,7,2,2,3,3,3
678,EMP033,Centro,Pyme,4,6,6,2,1,2,4,1
679,EMP033,Centro,Pyme,4,7,8,3,2,2,3,4
680,EMP034,Occidente,Pyme,2,4,5,2,2,3,2,2
681,EMP034,Occidente,Pyme,2,3,6,2,3,3,5,4
682,EMP034,Occidente,Pyme,2,3,6,3,5,3,4,3
683,EMP034,Occidente,Pyme,2,8,7,3,2,1,3,3
684,EMP034,Occidente,Pyme,2,2,5,2,1,2,4,3
685,EMP034,Occidente,Pyme,2,1,9,1,2,1,4,3
686,EMP034,Occidente,Pyme,2,9,7,3,3,1,2,2
687,EMP034,Occidente,Pyme,2,6,10,3,3,3,3,1
688,EMP034,Occidente,Pyme,2,5,10,3,2,1,2,3
689,EMP034,Occidente,Pyme,2,2,8,2,2,2,2,3
690,EMP034,Occidente,Pyme,2,5,5,3,3,2,4,3
691,EMP034,Occidente,Pyme,2,7,6,3,2,2,2,3
692,EMP034,Occidente,Pyme,2,8,6,3,3,3,3,3
693,EMP034,Occidente,Pyme,2,6,9,3,3,3,2,4
694,EMP034,Occidente,Pyme,2,8,9,3,3,4,3,4
695,EMP034,Occidente,Pyme,2,3,5,2,4,2,4,3
696,EMP034,Occidente,Pyme,2,5,6,1,3,2,2,3
697,EMP034,Occidente,Pyme,2,4,4,1,2,3,3,2
698,EMP034,Occidente,Pyme,2,7,8,2,1,3,2,4
699,EMP034,Occidente,Pyme,2,4,8,4,3,3,1,3
700,EMP034,Occidente,Pyme,2,4,9,2,2,2,3,3
701,EMP034,Occidente,Pyme,2,4,4,2,3,2,3,3
702,EMP034,Occidente,Pyme,2,4,7,3,4,3,2,3
703,EMP034,Occidente,Pyme,2,4,5,3,2,1,2,3
704,EMP035,Metropolitana,Mediana,10,13,9,3,2,3,2,4
705,EMP035,Metropolitana,Mediana,10,9,10,1,2,2,3,4
706,EMP035,Metropolitana,Mediana,10,7,6,2,2,3,4,3
707,EMP035,Metropolitana,Mediana,10,11,8,3,4,2,4,1
708,EMP035,Metropolitana,Mediana,10,8,5,1,1,3,3,2
709,EMP035,Metropolitana,Mediana,10,5,8,3,3,1,4,3
710,EMP035,Metropolitana,Mediana,10,9,4,2,3,3,2,4
711,EMP035,Metropolitana,Mediana,10,10,10,4,2,3,2,3
712,EMP035,Metropolitana,Mediana,10,12,10,3,3,3,3,1
713,EMP035,Metropolitana,Mediana,10,5,9,2,2,3,2,4
714,EMP035,Metropolitana,Mediana,10,7,7,2,3,2,2,3
715,EMP035,Metropolitana,Mediana,10,10,9,3,2,2,3,2
716,EMP035,Metropolitana,Mediana,10,9,6,3,4,3,2,4
717,EMP035,Metropolitana,Mediana,10,11,4,4,2,1,4,3
718,EMP035,Metropolitana,Mediana,10,6,8,3,3,3,3,4
719,EMP035,Metropolitana,Mediana,10,6,2,2,2,3,2,4
720,EMP035,Metropolitana,Mediana,10,9,5,5,2,4,4,3
721,EMP035,Metropolitana,Mediana,10,8,7,3,2,2,3,3
722,EMP035,Metropolitana,Mediana,10,7,10,3,2,3,4,4
723,EMP035,Metropolitana,Mediana,10,7,9,5,3,2,3,3
724,EMP035,Metropolitana,Mediana,10,9,9,3,3,2,4,3
725,EMP035,Metropolitana,Mediana,10,9,6,3,3,3,3,2
726,EMP035,Metropolitana,Mediana,10,10,10,3,1,3,4,1
727,EMP035,Metropolitana,Mediana,10,12,7,3,3,1,4,3
728,EMP036,Sur,Mediana,9,10,10,3,3,2,3,3
729,EMP036,Sur,Mediana,9,10,4,3,3,2,1,1
730,EMP036,Sur,Mediana,9,6,6,3,1,1,4,3
731,EMP036,Sur,Mediana,9,9,6,2,1,4,2,4
732,EMP036,Sur,Mediana,9,7,7,2,2,1,3,2
733,EMP036,Sur,Mediana,9,7,5,2,1,2,2,1
734,EMP036,Sur,Mediana,9,9,7,3,1,2,2,4
735,EMP036,Sur,Mediana,9,8,2,3,1,2,2,4
736,EMP036,Sur,Mediana,9,6,5,1,1,3,1,4
737,EMP036,Sur,Mediana,9,8,6,4,2,2,3,4
738,EMP036,Sur,Mediana,9,12,7,3,2,2,2,2
739,EMP036,Sur,Mediana,9,10,5,2,2,2,2,4
740,EMP036,Sur,Mediana,9,4,4,4,2,2,3,2
741,EMP036,Sur,Mediana,9,12,7,3,2,3,2,3
742,EMP036,Sur,Mediana,9,7,7,1,3,2,2,2
743,EMP036,Sur,Mediana,9,8,4,3,3,4,4,2
744,EMP036,Sur,Mediana,9,6,4,2,3,2,4,3
745,EMP036,Sur,Mediana,9,10,6,3,2,2,2,3
746,EMP036,Sur,Mediana,9,10,6,1,3,2,1,3
747,EMP036,Sur,Mediana,9,9,8,3,2,3,3,3
748,EMP036,Sur,Mediana,9,11,7,3,2,2,4,2
749,EMP037,Metropolitana,Grande,6,5,10,3,3,1,4,4
750,EMP037,Metropolitana,Grande,6,7,8,3,1,3,3,3
751,EMP037,Metropolitana,Grande,6,5,10,2,3,2,3,3
752,EMP037,Metropolitana,Grande,6,9,4,3,3,1,1,5
753,EMP037,Metropolitana,Grande,6,6,5,3,2,1,1,3
754,EMP037,Metropolitana,Grande,6,5,5,4,3,2,4,2
755,EMP037,Metropolitana,Grande,6,7,4,3,3,3,3,4
756,EMP037,Metropolitana,Grande,6,6,8,3,2,3,2,4
757,EMP037,Metropolitana,Grande,6,7,3,2,4,2,3,5
758,EMP037,Metropolitana,Grande,6,7,9,2,3,3,3,2
759,EMP037,Metropolitana,Grande,6,6,7,2,4,3,3,3
760,EMP037,Metropolitana,Grande,6,6,8,4,3,2,2,4
761,EMP037,Metropolitana,Grande,6,9,8,3,3,3,3,2
762,EMP037,Metropolitana,Grande,6,8,10,3,4,3,5,4
763,EMP037,Metropolitana,Grande,6,10,8,3,3,2,3,3
764,EMP037,Metropolitana,Grande,6,7,8,2,3,3,4,4
765,EMP037,Metropolitana,Grande,6,8,4,3,3,3,3,4
766,EMP037,Metropolitana,Grande,6,9,9,3,3,1,3,4
767,EMP037,Metropolitana,Grande,6,6,7,3,3,2,2,1
768,EMP037,Metropolitana,Grande,6,8,3,3,2,2,4,3
769,EMP037,Metropolitana,Grande,6,7,8,3,5,2,2,2
770,EMP037,Metropolitana,Grande,6,6,8,3,4,2,2,3
771,EMP037,Metropolitana,Grande,6,11,9,3,1,3,4,3
772,EMP037,Metropolitana,Grande,6,7,8,2,4,3,2,3
773,EMP037,Metropolitana,Grande,6,9,8,2,3,3,4,3
774,EMP038,Metropolitana,Mediana,10,7,10,2,3,3,4,2
775,EMP038,Metropolitana,Mediana,10,8,10,4,3,1,5,2
776,EMP038,Metropolitana,Mediana,10,8,8,3,2,2,4,2
777,EMP038,Metropolitana,Mediana,10,11,7,3,3,3,3,3
778,EMP038,Metropolitana,Mediana,10,6,6,3,2,2,4,2
779,EMP038,Metropolitana,Mediana,10,10,9,3,2,5,3,2
780,EMP038,Metropolitana,Mediana,10,9,5,4,4,3,3,3
781,EMP038,Metropolitana,Mediana,10,9,7,4,3,3,2,4
782,EMP038,Metropolitana,Mediana,10,10,9,2,4,4,3,4
783,EMP038,Metropolitana,Mediana,10,11,7,3,3,2,4,2
784,EMP038,Metropolitana,Mediana,10,11,8,2,1,3,2,3
785,EMP038,Metropolitana,Mediana,10,9,10,3,3,3,4,3
786,EMP038,Metropolitana,Mediana,10,11,10,3,4,3,4,3
787,EMP038,Metropolitana,Mediana,10,7,10,2,3,2,3,2
788,EMP038,Metropolitana,Mediana,10,8,10,3,2,1,3,3
789,EMP038,Metropolitana,Mediana,10,10,5,3,2,2,3,3
790,EMP038,Metropolitana,Mediana,10,11,7,3,2,2,3,2
791,EMP038,Metropolitana,Mediana,10,10,10,4,4,2,1,4
792,EMP038,Metropolitana,Mediana,10,9,9,2,3,4,3,3
793,EMP038,Metropolitana,Mediana,10,9,9,3,3,3,3,3
794,EMP038,Metropolitana,Mediana,10,9,10,3,2,2,5,4
795,EMP039,Norte,Pyme,9,10,7,2,1,2,3,2
796,EMP039,Norte,Pyme,9,4,9,3,3,2,3,2
797,EMP039,Norte,Pyme,9,11,4,2,1,2,3,2
798,EMP039,Norte,Pyme,9,8,5,3,1,1,4,3
799,EMP039,Norte,Pyme,9,9,5,3,3,3,3,3
800,EMP039,Norte,Pyme,9,8,5,2,3,3,2,2
801,EMP039,Norte,Pyme,9,8,5,4,1,2,2,1
802,EMP039,Norte,Pyme,9,9,9,2,3,1,2,2
803,EMP039,Norte,Pyme,9,11,4,2,2,1,3,4
804,EMP039,Norte,Pyme,9,8,7,2,1,2,2,2
805,EMP039,Norte,Pyme,9,8,9,1,2,2,3,2
806,EMP039,Norte,Pyme,9,7,2,3,1,2,2,2
807,EMP039,Norte,Pyme,9,11,8,2,2,1,1,2
808,EMP039,Norte,Pyme,9,9,4,2,3,4,3,1
809,EMP039,Norte,Pyme,9,8,9,3,2,2,3,2
810,EMP039,Norte,Pyme,9,9,7,2,1,2,3,1
811,EMP039,Norte,Pyme,9,8,7,3,3,2,2,2
812,EMP039,Norte,Pyme,9,7,6,3,3,1,4,4
813,EMP039,Norte,Pyme,9,8,2,3,1,1,2,2
814,EMP039,Norte,Pyme,9,5,4,2,2,1,1,2
815,EMP040,Oriente,Pyme,7,10,4,3,3,1,1,3
816,EMP040,Oriente,Pyme,7,5,8,1,1,2,4,1
817,EMP040,Oriente,Pyme,7,7,5,1,1,2,3,1
818,EMP040,Oriente,Pyme,7,9,5,2,2,2,2,2
819,EMP040,Oriente,Pyme,7,9,4,2,1,1,3,2
820,EMP040,Oriente,Pyme,7,8,5,2,2,3,3,1
821,EMP040,Oriente,Pyme,7,8,2,3,1,2,2,2
822,EMP040,Oriente,Pyme,7,9,7,2,1,1,2,3
823,EMP040,Oriente,Pyme,7,7,7,3,3,1,2,2
824,EMP040,Oriente,Pyme,7,8,8,2,1,2,2,2
825,EMP040,Oriente,Pyme,7,7,5,3,2,1,2,2
826,EMP040,Oriente,Pyme,7,12,7,2,2,1,1,2
827,EMP040,Oriente,Pyme,7,9,3,2,1,4,3,3
828,EMP040,Oriente,Pyme,7,11,7,2,3,2,4,4
829,EMP040,Oriente,Pyme,7,4,6,2,2,2,1,1
830,EMP040,Oriente,Pyme,7,9,8,1,2,1,3,1
831,EMP040,Oriente,Pyme,7,7,8,2,2,2,3,3
832,EMP040,Oriente,Pyme,7,8,3,3,2,2,2,2
833,EMP040,Oriente,Pyme,7,10,6,1,2,3,1,2
834,EMP040,Oriente,Pyme,7,8,9,1,2,1,2,1
835,EMP040,Oriente,Pyme,7,11,4,2,3,2,4,3
836,EMP040,Oriente,Pyme,7,10,7,2,2,3,4,2
837,EMP040,Oriente,Pyme,7,10,6,1,4,1,4,3
838,EMP041,Centro,Pyme,10,9,7,2,3,3,2,3
839,EMP041,Centro,Pyme,10,6,8,3,2,3,4,3
840,EMP041,Centro,Pyme,10,9,9,2,3,3,3,2
841,EMP041,Centro,Pyme,10,5,6,2,3,4,3,2
842,EMP041,Centro,Pyme,10,8,7,4,3,3,4,3
843,EMP041,Centro,Pyme,10,9,8,4,2,4,3,4
844,EMP041,Centro,Pyme,10,8,4,2,3,4,2,4
845,EMP041,Centro,Pyme,10,10,10,3,2,1,2,4
